series_id,name,english_name,image_link,creator,genres,synopsis,favorites,members,score,media_type
31,Gochuumon wa Usagi desu ka?,Is the Order a Rabbit?,https://cdn.myanimelist.net/images/anime/6/79600l.jpg,"{""studio"": ""White Fox""}",CGDCT|Iyashikei|Slice of Life|Workplace,"Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head._x000D_
_x000D_
After beginning to work as a waitress in return for room and board, Kokoa also befriends another part-timer, Rize Tedeza, who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu, a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima, another waitress at a different cafe who has the air of a noblewoman despite being impoverished._x000D_
_x000D_
With fluffy silliness and caffeinated fun, Gochuumon wa Usagi Desu ka? is a heartwarming comedy about five young waitresses and their amusing adventures in the town they call home._x000D_
_x000D_
[Written by MAL Rewrite]",2235,244058,7.49,anime
32,Gosick,nan,https://cdn.myanimelist.net/images/anime/11/27906l.jpg,"{""studio"": ""Bones""}",Drama|Historical|Mystery|Romance,"Kazuya Kujou is a foreign student at Saint Marguerite Academy, a luxurious boarding school in the Southern European country of Sauville. Originally from Japan, his jet-black hair and dark brown eyes cause his peers to shun him and give him the nickname ""Black Reaper,"" based on a popular urban legend about the traveler who brings death in the spring._x000D_
_x000D_
On a day like any other, Kujou visits the school's extravagant library in search of ghost stories. However, his focus soon changes as he becomes curious about a golden strand of hair on the stairs. The steps lead him to a large garden and a beautiful doll-like girl known as Victorique de Blois, whose complex and imaginative foresight allows her to predict their futures, now intertwined._x000D_
_x000D_
With more mysteries quickly developing���including the appearance of a ghost ship and an alchemist with the power of transmutation���Victorique and Kujou, bound by fate and their unique skills, have no choice but to rely on each other._x000D_
_x000D_
[Written by MAL Rewrite]",8727,586855,8.04,anime
33,Hamidashi Creative,nan,https://cdn.myanimelist.net/images/anime/1773/150096l.jpg,"{""studio"": ""Hayabusa Film""}",Romance|School,"It's the end of June, and the summer seems to be locked in place. Tomohiro Izumi, recognized by himself and those around him as an introvert, is spending another quiet day in his little corner of his classroom... or so he thought._x000D_
_x000D_
""Congratulations! You've been selected as our next student council president!""_x000D_
_x000D_
The student council president lottery, held on the spur of the moment by the academy. Tomohiro manages to be the one randomly selected thanks to his ridiculous luck! Now the spotlight is suddenly upon him, and as a result, rumors about him begin to circulate. With no way out, Tomohiro relies on his advisor to start gathering allies he can rely on._x000D_
_x000D_
But none of the candidates his advisor suggests, from his classmate Kano to his underclassman Asumi, and even his little sister Hiyori, are even coming to the campus!? Amidst all of this chaos, even the former president that no one could ever get ahold of, Shio, shows up...!_x000D_
_x000D_
Is it fate, or is it a foregone conclusion? The unheard of and unprecedented battles of the ""Random Lottery Student Council President"" are about to begin! _x000D_
_x000D_
(Source: Sekai Project, edited)",22,7489,5.62,anime
34,Hanayamata,Hanayamata,https://cdn.myanimelist.net/images/anime/1963/90831l.jpg,"{""studio"": ""Madhouse""}",CGDCT|Iyashikei|Performing Arts|School|Slice of Life,"At the tender age of 14, high school student Naru Sekiya finds that she pales in comparison to the fairy tale princesses she adores so much, not to mention the ideal girl she wants to be in contrast to her peers. Her childhood friend Yaya Sasame is enjoying herself with her school rock band, while her other childhood friend Tami Nishimikado is a member of the student council. Desiring the strength to take the next step forward, Naru has wanted a magic key to open her timid heart since the start of high school._x000D_
_x000D_
During one moonlit night, Naru encounters what she believes is a cute fairy standing atop a torii gate who shortly invites her to dance with her. The next day, she discovers that the ""fairy"" was not only just an ordinary girl, but also a transfer high school student from America! Excited to meet Naru again, Hana N. Fountainstand encourages her to help her start a club for yosakoi, a festive type of Japanese dance that Hana has been entranced by since childhood. _x000D_
_x000D_
Though initially terrified of Hana's enthusiasm and the thought of being seen dancing, Naru slowly finds herself immersed in the art of yosakoi and assisting her new friend achieve her dream���for the path for a maiden such as herself is at the mercy of the wind!_x000D_
_x000D_
[Written by MAL Rewrite]",399,114721,7.31,anime
35,Happy Sugar Life,Happy Sugar Life,https://cdn.myanimelist.net/images/anime/1386/103920l.jpg,"{""studio"": ""Ez\ufffd\ufffdla""}",Drama|Girls Love|Gore|Horror|Psychological|Suspense,"Satou Matsuzaka is a beautiful high schooler who has a reputation for being permissive with men. However, a chance encounter with a young girl named Shio Koube makes Satou realize that this is her first and only true feeling of love._x000D_
_x000D_
Telling others that she lives with her aunt, Satou secretly shares an apartment with Shio. Despite her innocent appearance, Satou is willing to do anything to protect her beloved, resorting to desperate measures to ensure that their ""happy sugar life"" remains intact._x000D_
_x000D_
[Written by MAL Rewrite]",2933,325957,6.75,anime
36,Hello World,nan,https://cdn.myanimelist.net/images/anime/1147/112650l.jpg,"{""studio"": ""Graphinica""}",Drama|Romance|Sci-Fi,"The year is 2027, and the city of Kyoto has undergone tremendous technological advancement. Within the city live two classmates: Naomi Katagaki, a socially awkward and introverted boy; and Ruri Ichigyou, a girl with a cold personality who is often blunt with people. Despite sharing Ruri's love of reading, Naomi is afraid to approach her due to her unfriendly nature._x000D_
_x000D_
One day, while out on a walk, Naomi witnesses a crimson aurora pierce through the sky for a brief moment before vanishing. Shortly after, he encounters a three-legged crow and a mysterious hooded man, who reveals himself to be Naomi from 10 years in the future, explaining that he has come to change an imminent tragic event that happens to Ruri soon after they start dating. Initially taking his words with a grain of salt, present-day Naomi follows his future self's instructions and starts getting closer to Ruri, determined to save her. Will he be able to change the future?_x000D_
_x000D_
[Written by MAL Rewrite]",1537,282454,7.49,anime
37,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",https://cdn.myanimelist.net/images/anime/3/75788l.jpg,"{""studio"": ""J.C.Staff""}",Comedy|Harem|Romance|School|Supernatural,"Youto Yokodera wants to be seen in a way different from most men: as a pervert. However, his lewd actions are often misinterpreted as good intentions, and people cannot see his true nature. Upon hearing rumors of a cat statue that can banish an unwanted trait, he searches for it and prays for his fa��ade to be removed. But each wish comes at a price: those unwelcomed traits are transferred to someone else who desires them!_x000D_
_x000D_
After realizing that vocalizing his dirty thoughts is not the best thing, Youto decides to regain his lost traits by seeking out the person who received them. Unfortunately, he was not alone in praying to the cat statue, and now he must not only fix his life, but the lives of others as well._x000D_
_x000D_
[Written by MAL Rewrite]",1758,465567,7.13,anime
38,Yuru Camp△,Room Camp,https://cdn.myanimelist.net/images/anime/1228/104364l.jpg,"{""studio"": ""C-Station""}",Adult Cast|CGDCT|Iyashikei|Slice of Life,"During an Outdoor Activities Club meeting, Nadeshiko Kagamihara, Aoi Inuyama, and Chiaki Oogaki debate what it means to be a real Yamanashi native. Somewhere along the line, Chiaki brings up the Yamanashi Kids' Stamp Rally, which Nadeshiko has never heard of. The rally encourages one to visit famous places in the prefecture and collect stamps; those who complete the rally will win a year's worth of Minobu steamed buns. Enticed by the humongous food prize, Nadeshiko is set on participating._x000D_
_x000D_
Follow the Outdoor Activities Club as they travel around the Yamanashi prefecture to collect stamps and explore what the region has to offer!_x000D_
_x000D_
[Written by MAL Rewrite]",152,104366,7.36,anime
39,Hibike! Euphonium,Sound! Euphonium,https://cdn.myanimelist.net/images/anime/1517/142072l.jpg,"{""studio"": ""Kyoto Animation""}",Drama|Music|Performing Arts|School,"Now that Kumiko Oumae has enrolled in Kitauji High School, she hopes to forget about her past. Despite her desire for a fresh start, she gets dragged into the school's band club by her new friends���Sapphire Kawashima and Hazuki Katou���and is once again stuck playing the euphonium. _x000D_
_x000D_
As the band currently stands, they won't be able to participate in the local festival, Sunfest, let alone compete at a national level. The band's new advisor, Noboru Taki, gives them a choice: they can relax and have fun, or practice hard and attempt to get into nationals. Not wanting to repeat her mistakes from middle school, Kumiko is doubtful as to whether they should try for nationals. Amidst the chaos, she learns that her old bandmate, Reina Kousaka (who she had a bitter relationship with) has joined Kitauji's band club. Under the pressure of Noboru's strict training, Kumiko and her bandmates must learn to overcome their struggles and find success together._x000D_
_x000D_
[Written by MAL Rewrite]",7958,497330,8.02,anime
40,Hidamari Sketch,Hidamari Sketch,https://cdn.myanimelist.net/images/anime/1893/133786l.jpg,"{""studio"": ""Shaft""}",CGDCT|Iyashikei|School|Slice of Life|Visual Arts,"Ever since she was young, Yuno has always had an interest in art. Now that she has been accepted to Yamabuki Arts High School, it means one thing���moving out. Living in a dorm at Hidamari Apartments alone, Yuno meets her neighbors: the hyperactive Miyako, the self-conscious Hiro, and the mature Sae. Despite their different personalities, they go to the same school, spend time together, and develop a strong friendship. Yuno's life won't be so lonely after all!_x000D_
_x000D_
Hidamari Sketch revolves around the antics and day-to-day lives of the girls living at Hidamari Apartments._x000D_
_x000D_
[Written by MAL Rewrite]",1163,84794,7.46,anime
